"title","url","stars","name","reviewUrl","text"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","mimin retno","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKZ3FYbzlRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJgqXo9QE%7CCgwI5py_pQYQwL3j5AI%7C?hl=en","Taman hiburan yg sangat menghibur. Sesuai untuk segala umur"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Sunny Right","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKZ3JtZ1ZnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJgrmgVg%7CCgwIppe_pQYQgLGm1wI%7C?hl=en","nice location"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","yoli junior","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKZ3N5SGFREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJgsyHaQ%7CCgwIje6-pQYQgJfvhwM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Reyhanwss sheetposter","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKX0pXR3Z3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ_JWGvwE%7CCgwIirO-pQYQ4L7lvQI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Agus Hadi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKck1TWFBnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJrMSXPg%7CCgwI2_K5pQYQ2MDAqQI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","MUHAMMAD FARID","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKektXM1R3EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJzKW3Tw%7CCgwIqcC5pQYQsKbBhQM%7C?hl=en","Wahananya lengkap, seru lah... Bisa bermain sambil belajar 👍"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Guntur Wibowo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKeklucTl3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJzInq9wE%7CCgwIsLa5pQYQ8K_W9gI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Rully Choirul A.","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKekpTcXZRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJzJSqvQE%7CCgwIioi5pQYQyKzctQI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Hussein Setiyoko","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKOUpmd09nEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ9JfwOg%7CCgwI0--3pQYQ2ODt0QE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Firly Firly","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKOU1iUldnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ9MbRWg%7CCgwIjaO3pQYQyNTZ9wI%7C?hl=en","Semakin bagus"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Elly Dwi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKbE4zRy1nRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJlN3G-gE%7CCgsIxr21pQYQ6IH3Vg%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","paman asrori","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKNU95TldREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ5OyNWQ%7CCgwIptC0pQYQ-M_1pAM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Hobi Traveling","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKNU5TWE53EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ5NSXNw%7CCgwIoMy0pQYQiILzuQI%7C?hl=en","Menyenangkan! Tempat liburan bersama keluarga, banyak wahana baik untuk dewasa atau anak-anak. Harga tiket murah! Untuk weekend & highseason 130K . Tiket bisa dibeli di tempat atau melalui apk. Saya sarankan beli ditempat saja, soalnya kalau pakai apk antrian panjang😀sesuai pengalaman saya"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","mila maulana","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKcExlZl9BRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJpLef_AE%7CCgwIwLa0pQYQ4JDOsQE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Supendar Wildan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKaE9ieVB3EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJhObyPw%7CCgwIt_yxpQYQsMSwtwE%7C?hl=en","Petugas nya ramah"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Ima","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKMk51M2VnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ2Nu3eg%7CCgwIwp6wpQYQiLSKkQI%7C?hl=en","Wahana yang bagus dan terdiri dari berbagai macam wahana yang diperuntukkan untuk anak anak dan dewasa. Ada toilet, musola dan kuliner yang variatif sehingga pengunjung bisa memilih makanan yang disukai.
Saran saya jika ingin berkunjung ke sini kondisi tubuh sedang sehat dan memakai sepatu kets karena banyak anak tangga dan dan dataran tinggi."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","eliansyah","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKMkxTa1FREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ2LSkQQ%7CCgwIweqvpQYQkJG0pAM%7C?hl=en","Water boom airnya sdh sangat kotor dan kantin yg didekatnya bau air comberan membuat tidak nyaman"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Mizee","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKMkpqdjdRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ2Jjv7QE%7CCgwI2-SvpQYQwLThvAI%7C?hl=en","bagus dan baiknya start datang di pagi..ending sore"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Khoirun Nisa'","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKbUtta1Z3EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJmKmkVw%7CCgwI0LavpQYQsPKO0wM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Nur aisyah anjani eka permana","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKbUlHWmhRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJmIGZhQE%7CCgwIx6-vpQYQwPbMjwM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Sakura","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKbUlMV2FnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJmILWag%7CCgwIwpevpQYQqNS5mgM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","CptMarko","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKbVB5N1NREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJmPy7SQ%7CCgwI_pavpQYQwL6angE%7C?hl=en","Hampir semua permainan ada, 1 tiket untuk semua permainan.

Kukasih 4/5 karena masih ada premanisme di dalam, coba itu sekuriti atau pihak terkait liatin orang-orang yang suka malak di dalam, arah pintu keluar sebelum masuk pusat oleh-oleh."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Eka Vhrissa","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKbUxpV3BnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJmLiWpgE%7CCgwI2YmvpQYQgMLvngM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Lestin Tj","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKNkw3dGZnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ6L7tfg%7CCgwI4cqupQYQqPiDqAM%7C?hl=en","Bagusss... kurangnya cuma 1 kalau sdh masuk, akses keluar jika urgen agak susah, harus blg petugasnya buat lewat jalan pintas. Tidak cocok untuk lansia."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Nanang Setiawan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKcVBmLWVBEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJqPf-eA%7CCgsIqoiupQYQ4NzlFg%7C?hl=en","Tempat rekreasi yang cocok banget buat keluarga. Selain tempatnya yang indah udaranya juga sejuk. Wahananya lengkap dari wahana anak anak sampai yang memicu adrenaline.pokoknya mantap banget."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Rawa Roncek","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKcUpPOXBnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJqJO9pgE%7CCgsI-_GtpQYQ6J2Faw%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Vica Oktaviani","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKOE4yelhREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ8N2zXQ%7CCgsIgaqrpQYQ6JyxFw%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Kusuma Lastoro","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKOEtURGtRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ8KTDkQE%7CCgsIw_uqpQYQyJfXPw%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Nur Ayatim","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKME51NDNnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ0Nu43gE%7CCgsIvoyqpQYQyODJBA%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Favian Hamdani","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKME5hTTl3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ0NaM9wE%7CCgwIhOKppQYQ-IDrxAE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","1","akmal arshaq","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURKNE8zeFFBEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ4O3xQA%7CCgsI2pCopQYQ-JLAfQ%7C?hl=en","mohon dicek utk toilet wanita/kmr ganti wanita(sebelah kiri dari kolam renang anak) air bilas / air keran WC tdk bisa keluar semua👎 jd pulang tdk mandi🤭 dan tiap ruang kmr ganti bauk pesing, mungkin sdh pd BAK kmd air gk ada, akhirnya byk yg ditinggal bgitu sj😂 kalo utk wahananya sip👍permainannya fulll👍 seru² sesuai tiket masuk"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Yuli Setiawan","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKNE9HcDFnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJ4OGp1gE%7CCgsIpPWnpQYQgKbBcQ%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Enhypen Engene","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKZ01YaTdnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJgMXi7gE%7CCgwI4eelpQYQ4K6l4gI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Affandy Kholil","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKZ0pxcjZRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDJgJqr6QE%7CCgwI-NClpQYQ2I2v2wM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Khamim Eko","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKXzlDWHJnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJ_9CXrgE%7CCgwI2dmkpQYQiOutngE%7C?hl=en","Menarik, dan mengasikkan bersama keluarga"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Athin Rezpector","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKMzUzcWZnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJ353qfg%7CCgwIj9SjpQYQ2KHvhAE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Fitriatus Soleha","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKbl9YRmh3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJn_XFhwE%7CCgsIlr-ipQYQqLSTTw%7C?hl=en","Banyak wahana seru,  tp tiket pas holiday lumayan pricey ya"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Cindy Clarissa","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKcl9QM3dRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJr_P3wQE%7CCgsIiYOhpQYQsIm4MA%7C?hl=en","Berasa kembali ke masa sekolah banyak tempat edukasi"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","cindy amanda","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKcl9uSGpBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJr_nHjAE%7CCgsItPOgpQYQkOr5Gg%7C?hl=en","Berasa mengenang masa studytour sekolah dan banyak tempat untuk edukasi"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","lelly","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKajdQWWRREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJj7PYdQ%7CCgwIpt6fpQYQgKuQ3AM%7C?hl=en","super seru!"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","arifin ipin","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKal95SnJnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJj_yJrgE%7CCgwInqefpQYQkOWwogE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","RIZAL bagong","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKOTlHd01nEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJ99GwMg%7CCgwIwtiepQYQiIPO5AE%7C?hl=en","Asik tempat nya adem"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","D'PON Trans8888","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKOTZLM1hBEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJ96K3XA%7CCgwI6beepQYQoLTRsAI%7C?hl=en","Bagus banget untuk di kunjungi"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Achmad Berlin Rifai Rifai","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKdDlfaTN3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJt9_i3wE%7CCgsImY-epQYQ6OShPg%7C?hl=en","Sebagai penunjang dan tujuan wisatadi kota batu"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","vinn","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKdDdPbW13RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJt7OmmwE%7CCgwIkv2dpQYQ6L6zzwM%7C?hl=en","so funnnn, setelah sekian lama ga kesini. terakhir kali masuk pas sd, sekarang uda umur 23 baru kesini lagi😭

permainannya seru seru, andai bisa ditambah lagi. kemaren uda hampir nyobain semua wahana dan tempat2 kecuali rumah hantu dan yang diputer2 tau apaan—sampe sana jam 9 pagi, keluar jam 4 sore, dan masih merasa kurang puas dikit🫠

kesana pas hari kerja ok banget, meski rame tapi ga sampe yang sesek dan bikin sumpek. toiletnya bersih, wangi, dan nyaman. jajanannya ternyata ada yang standar dan ga terlalu mahal.

sekarang ada fasilitas kursi roda, syaratnya kudu naro ktp."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","3","Samsul Arifin","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKdC1pdjd3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJt-iv7wE%7CCgwIhKedpQYQsIif7QE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Suryanti Made Ali","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKMTYtNVRREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJ16-5TQ%7CCgsIjpOdpQYQ8IzqGA%7C?hl=en","Senanglah liburan bareng keluarga..."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Chiba","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKNS1DVTlRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJ5-CU9QE%7CCgwItoKbpQYQ4JHw6wE%7C?hl=en","Tempat permainan yang edukatif"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Andy Sunarko","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKeDVYMTFBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJx5X11AE%7CCgwIhYGapQYQgNjs5QI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Muhammad Agus Sopian","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKeDlIdE93EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICJx9HtOw%7CCgwIhfWZpQYQ2JbQ0gI%7C?hl=en","seru dan cocok untuk segala umur"
