"title","url","stars","name","reviewUrl","text"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Adelya Widyana","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURldTUzd3RBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDeu53wtAE%7CCgsIqbDFmgYQ4NisYQ%7C?hl=en","Tiket weekend 120k (JTP1+museum tubuh)
Tiket weekend 160k (JTP1+museum angkut)
Jadi disini tidak bisa hanya ke JTP1 aja. Tapi harus ke museum tubuh atau ke museum angkut."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Erwanda Anugrah Permatasari","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURldTZtUWp3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDeu6mQjwE%7CCgwIgKPFmgYQ6OSI6gI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Nam cool","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlMjU2QXh3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe256AxwE%7CCgwIpL7EmgYQ-IbQ8wI%7C?hl=en","Seru"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Haifa Ayu Lestari","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlbTl2c3Z3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDem9vsvwE%7CCgsI8_HDmgYQwPC8Hg%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Andry S","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlc19iMDd3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDes_b07wE%7CCgwI8sq9mgYQyIvj4AI%7C?hl=en","Sangat bagus tempatnya, olehnya olenya pun komplitt"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Yora Utami","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlczhLQ0dREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDes8KCGQ%7CCgsI9ay9mgYQuJDzEg%7C?hl=en","Tempat wisata dan edukasi
Sangat cocok untuk anak² ataupun keluarga"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Andik Prasetyo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlNDR1Qll3EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe44uBYw%7CCgwIy4W7mgYQiJqhqAI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Akhmad Sabilal","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlNF9iTGlRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe4_bLiQE%7CCgwI7eG6mgYQ2JPPrAE%7C?hl=en","🔥🔥🔥"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Faradisa Albina","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPb3FTV2F3EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgICOoqSWaw%7CCgsI_sm5mgYQuPr8Hw%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Hubby Arif","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlbmR2NHNnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDendv4sgE%7CCgsI2Ky0mgYQoI-KNg%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Ahmad Nabil Fuady","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlN1pqTXNnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe7ZjMsgE%7CCgsImbuymgYQ2NqsFw%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Limawan Nugroho","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlemRyeWR3EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDezdrydw%7CCgwIws6wmgYQqIPrwgE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Haris Tiana","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlemR5eWpBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDezdyyjAE%7CCgsIhcKwmgYQwJ6FcQ%7C?hl=en","Wahana bermain sambil belajar. HTM 100rb untuk weekday dan 120rb utk weekend, tiket sudah termasuk ke museum tubuh."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Emohi Rino Lailatul Kodar","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlemRTajBnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDezdSj0gE%7CCgwIiruwmgYQ8KyhiwI%7C?hl=en","Ada beberapa wahana yang under constuction. Sebaiknya segera diperbaiki. Wahana² yang coaster coaster, banyak banget. Sampe pusing pala barbie. Terakhir kesini ada beberapa wahana baru yang menyenangkan."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Muhammad Arif","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlNGZqeTdBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe4fjy7AE%7CCgsI2d6vmgYQ4M-WFg%7C?hl=en","It's my first time to visit and enjoy this place. It has more games than Jatim park 2. It also exhibits some animals and traditional cultures over Indonesia."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Warehouse Tepung","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURldGItUDRnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDetb-P4gE%7CCgsIjqmumgYQiJH4Eg%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Oni Wergoel","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlMWRlaU9REAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe1deiOQ%7CCgwIueysmgYQ0Nv1kAI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","3","#Ngajalur# yusep h","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlbGFQSXZRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDelaPIvQE%7CCgwI5tirmgYQuNaKwwI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Viola","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlcGYtdk1BEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDepf-vMA%7CCgwIvZaqmgYQ-LbUmQI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","David Christian","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlcGRIelhBEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDepdHzXA%7CCgwI5dypmgYQwN7itwI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Dian Suryani","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlcGZEVmh3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDepfDVhwE%7CCgwIoZipmgYQyPzA8AE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Diah Wahyuni","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlLWRiRnl3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe-dbFywE%7CCgwIi5KmmgYQ6OvqjgM%7C?hl=en","Bagus suka, pengen balik lagi"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","andhi purwanto","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlbVlQVXBRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDemYPUpQE%7CCgwI9cqjmgYQwMS1uAM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Cipto Piphoe","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlbWRuOFdREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDemdn8WQ%7CCgsI66-jmgYQ-NC9CA%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Chofifa Putri","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlcVpDZmNnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDeqZCfcg%7CCgwIs9GgmgYQ8Iuw4AE%7C?hl=en","Tempat wisata terfavorit menurutku, permainan yang ada pun banyak dan seru"" bangeeett. Cocok buat liburan sama teman, keluarga dan siapapun yang tersayang pokoknya🤭🤭
Untuk tiket masuk kemaren sih udah 120k yaaa waktu weekend tapi udah include museum tubuh jugaa. Pokoknya memuaskan sekali deh"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Herbanu Daru Adi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlaVlUTEF3EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDeiYTLAw%7CCgwI1viemgYQuOfiiAI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Anggi","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlc2VmRGZnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDesefDfg%7CCgwIuredmgYQ-JaT0QE%7C?hl=en","Tiket masuk 120k udh include masuk musium tubuh.
Tutup jam 16.30
Kalo hujan wahana outdoor gak jalan.
Ada waterboom nya, parkiran luas bgt. Cuman masuk ke area jatim ini jalannnya relatif sempit sih."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Miftaqhul Nur Annisa","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURld2IzcGdnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDewb3pggE%7CCgwI8bCYmgYQiIS23gE%7C?hl=en","Bagus keren the best"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","bejo shc","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURld2JIc0tREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDewbHsKQ%7CCgwI04-YmgYQ0J6Z7QI%7C?hl=en","Harus memaksimalkan cara memberi layanan terbaik"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Leonard Pascalis","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURldnJENXpnRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDevrD5zgE%7CCgsI8Y2VmgYQgJLKDw%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","apri yanti","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlbnBQTklBEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDenpPNIA%7CCgsI3f2TmgYQoIL4dA%7C?hl=en","Bagus. Cuman harus kuat kaki"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Sholihin Syam","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlbnNENXN3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDensD5swE%7CCgwI-PiSmgYQ6Ibs5AE%7C?hl=en","Lokasi sangat luas dan komplit ada beraneka ragam seni budaya Indonesia cocok untuk edukasi"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Dewi Mandalindo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlN3BEUzhBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe7pDS8AE%7CCgwI3tuRmgYQoNbhnAE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Devi Vredilia","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlanFmUGdRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDejqfPgQE%7CCgwI246QmgYQ4M-KkQM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Rio Anggria Yudha","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlOXU2OHFRRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe9u68qQE%7CCgwI8tqOmgYQoKyg4AE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","TiQ TiQ","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURldG9tUnp3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDetomRzwE%7CCgwIqr-NmgYQ0Or64AI%7C?hl=en","Sudah 2x saya kesini... harga tiket terjangkau 120k weekend, dengan konsep wisata dan edukasi.. mantapp pisan euy..
Cuma kmrin pas parkir, saya tidak dikasih tiket, tp bayar 10rb 🤔🤔.. dan untuk stand2 penjual minuman didalam jatim park, kenapa harga nya bisa beda2 ya? Air mineral botol kemasan tanggung,ada yg harga 6rb 7rb bahkan ada yg sampe 10rb,. Pdhl barangnya sama 😁
Untuk petugas yg masih training kmarin terlihat kurang profesional, smoga ke depannya lebih baik.."
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Lulu Luthfiah Zahra","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURldG9TaEh3EAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDetoShHw%7CCgwIkPGMmgYQ4MaTlQE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","astri indriasti","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURldG9qQ0ZnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDetojCFg%7CCgwIlueMmgYQ-IqtmgM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Meri Sofia","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlNXBXUDdBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe5pWP7AE%7CCgwI7-yKmgYQuNLD6AI%7C?hl=en","Sangat menyenangkan dan menghibur cocok untuk pilihan liburan bersama keluarga tercinta ❤️❤️❤️❤️"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","4","Fahri fajar M","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlNXFyOGFREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe5qr8aQ%7CCgwIycSKmgYQ4Inz1wM%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Fitriadevi Anggraini","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlNW9pbmNBEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe5oincA%7CCgwI9qKKmgYQ0PX4mgI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Andri Susilo","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlcHB2QXRBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDeppvAtAE%7CCgwIoIWKmgYQ4KqunQE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Enrico Nirwan Histanto","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlcHZ6MEhnEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDepvz0Hg%7CCgwIh62JmgYQ0JXBugE%7C?hl=en","Jatim Park adalah sebuah tempat rekreasi dan taman belajar yang terdapat di Kota Batu, Jawa Timur.

Objek wisata ini berada sekitar 20 km barat Kota Malang, dan kini menjadi salah satu icon wisata Jawa Timur. Objek wisata ini memiliki 36 wahana, di antaranya kolam renang raksasa (dengan latar belakang patung Ken Dedes, Ken Arok, dan Mpu Gandring), spinning coaster, dan drop zone. Wahana pendidikan yang menjadi pusat perhatian di antaranya adalah Volcano dan Galeri Nusantara yang juga terdapat tanaman agro, diorama binatang langka, dan miniatur candi-candi. Jatim Park 1 beralamat di Jalan Kartika no. 2, yang berdekatan dengan Klub Bunga.

Jatim Park 1 dinobatkan sebagai juara 1 kategori wisata buatan berskala besar tingkat nasional yang dianugerahkan Menteri Pariwisata dan Ekonomi Kreatif, Mari Elka Pangestu, Jumat (27/9/2013), di Jakarta. “Saya tidak menyangka Kota Wisata Batu sedemikian indah. Kita tidak perlu ke Disneyland, Ancol, cukup disini (Batu, Red),” kata Mari Elka Pengestu di Klub Bunga dalam acara Galadinner bersama Muspida Malang Raya, Rabu (2/5/2013).

Dari wahana sebelumnya yaitu Jatim Park 1 yang menawarkan permainan, pengetahuan hingga hiburan dan Jatim Park 2 dengan kemegahan dari Museum Satwa serta Secret Zoonya, Jatim Park kini menghadirkan wahana menarik buatan berupa replika Dinosaurus"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","3","Gondes 26","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlaHBYeEdBEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDehpXxGA%7CCgwI16aHmgYQ-ILNrwI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Nadya Zubair","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlaHQ2Qy1nRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDeht6C-gE%7CCgwI55CHmgYQuOGZpAE%7C?hl=en","Banyak sarana ilmu pengetahuan tentang anatomi tubuh"
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Abdullah Indra Pratama","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURldXRPcjZ3RRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDeutOr6wE%7CCgwIntKFmgYQgPmf_gE%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Akbar Fariz Ramzy","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURldXFtZkRBEAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDeuqmfDA%7CCgsIsriFmgYQwNaITg%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","reza nugraha 354","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlMnVINGFREAE!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDe2uH4aQ%7CCgwI66CEmgYQuKT_5wI%7C?hl=en",
"Jawa Timur Park 1","https://www.google.com/maps/search/?api=1&query=Jawa%20Timur%20Park%201&query_place_id=ChIJuQcd1iqHeC4RgJdHUq1IqFk","5","Dwi wiriyanto","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURlbXE2SWhBRRAB!2m1!1s0x0:0x59a848ad52479780!3m1!1s2@1:CIHM0ogKEICAgIDemq6IhAE%7CCgsImtqCmgYQgPKAHQ%7C?hl=en","Pesona budaya Nusantara"
